"CustomerID","Company Name","Address Name","Address Number","Street","Village","Town","County","Postcode","Customer Contact","Customer Tel","Debtors No","Bin Location",,,,,,,,,"Agreement No","Refuse/ Recycling/Glass School/School Recycling/Schd.2 Refuse/Schd.2 Rec.","Bin Size","Bin Quantity","Cedar Code Abbreviations","Collection Schedule 
(per bin)","Round/ Day",,,,,,,"Commencement Date","Cancellation Date"
2001,"CCSK Ltd t/as The Gin Trap Inn",,,"High Street","Ringstead","Hunstanton","Norfolk","PE36 5JU","Cindy Cook & Steve Knowles","01485 525264","EH2021888",,,,,,,,,,124572,"Refuse",1100,4,"1100-1, 1100-4 x 18, CWTN-1","One empty per week plus additional weekly emptying
of 2 bins only; 1 July - 31 August  (9 weeks)",,,"D13",,,"LITTER (SEAS)",,16/05/07,
2002,"Highgate County Infants School",,,"Gaywood Road",,"King's Lynn","Norfolk","PE30 2PS",,"01553 772496","EH2017353",,,,,,,,,,122301,"School Refuse",1100,1,"1100-5, CWTN-3","Term time emptying (40 empties p.a.)","T1",,,,,,,09/03/07,
,,,,,,,,,,,,,,,,,,,,,122301,"School Recycling",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time  ( 20 empties p.a.)",,,,"R3 WK2",,,,09/03/07,
2005,"Sprint",,6,"Hamlin Way","Hardwick Narrows","King's Lynn","Norfolk","PE30 4NG","Gary Hart","01553 770226","EH2017355",,,,,,,,,,95226,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week","T1",,,,,,,24/03/05,
2006,"The Driftwood Delicatessen",,38,"Old Hunstanton Road",,"Old Hunstanton","Norfolk","PE36 6HS","Mrs Pauline Farncombe","01485 533197","EH2017521",,,,,,,,,,103142,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week","D1 ",,,,,,,23/09/05,02/09/09
2007,"Value for Money (Norfolk) Ltd",,31,"Pansey Drive","Dersingham","King's Lynn","Norfolk","PE31 6PX","Mr P Cribb","01485 542179","EH2017522",,,,,,,,,,95352,"Refuse",1100,2,"1100-1, cWTN-1","One empty per week",,,,"D13",,,,01/04/05,
2008,"Anthony Curton C of E V A Primary School",,,"The Chase","Walpole St Peter","Wisbech","Cambs","PE14 7NG","Mrs R C Voss MA Headteacher","01945 780122","EH2017554",,,,,,,,,,95207,"School Refuse",1100,1,"1100-3, 1100-4 x 43, CWTN-3","Term time emptying plus additional empty at end of 
each  term",,,"D7",,,,,01/04/05,
,,,,,,,,,,,,,,,,,,,,,149324,"School Recycling",1100,1,"1100-11, CWTN-4","Fortnightly emptying term time  ( 20 empties p.a.)",,,"R4 WK2",,,,,09/02/09,
2010,"Global Entertainment Ltd",,"Unit 2","Beveridge Way","Hardwick Narrows Industrial Estate","King's Lynn","Norfolk","PE30 4NB",,"01553 776242","EH2017557",,,,,,,,,,95954,"Refuse",770,1,"770-1, CWTN-1","One empty per week","T1",,,,,,,07/04/05,
2011,"King's Lynn St Michaels Rifle & Pistol Club",,,"Common Road","West Bilney","King's Lynn","Norfolk","PE32",,"01553 841351","EH2017558",,,,,,,,,,95450,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,"D3",,,,23/03/05,
2012,"Watlington Sports & Social Club","C/o Mrs D Drake (Treasurer)",36,"Paige Close","Watlington","King's Lynn","Norfolk","PE33 0TQ",,,"EH2017559",,,,,,,,,,124412,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,"D10",,,14/05/07,
2015,"E F Snelling & Son","The Marine Centre",,,"Brancaster Staithe","King's Lynn","Norfolk","PE31 8BP","Mr J Snelling","01485 210381","EH2017586",,,,,,,,,,95776,"Refuse",240,1,"240-1, CWTN-1","One empty per week","D5",,,,,,,01/04/05,
2018,"Star Fast Food",,"1C","High Street",,"Downham Market","Norfolk","PE38 9DA","Mr Resul Gundog","01366 387268","EH2021624",,,,,,,,,,2385,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,,,,,13/03/06,28/06/09
2019,"Lighthouse Cafﾂ","(Proprietor Mr T W Hearth)",,"Lighthouse Close",,"Hunstanton","Norfolk","PE36 6EL","Mr T W Hearth","01485 532242","EH2017669",,,,,,,,,,96167,"Refuse",1100,1,"1100-3, 1100-4 x 46, CWTN-1","Weekly emptying: 1 April - 30 November plus
additional weekly emptying 1 July - 11 September","T2 SEA",,,,"T2",,,01/04/05,
2020,"Harwayes",,,"Henshaw Street",,"Leicester",,"LE2 7EL","N Lee Manager","01162 471138","EH2017670","Harwayes",,135,"Norfolk Street",,"King's Lynn","Norfolk","PE30 1AU","01553 775734",96081,"Refuse",240,1,"240-1, CWTN-1","One empty per week",,,,,,,,01/04/05,15/07/09
2026,"Edmund de Moundeford VC Primary School",,,"The Beck","Feltwell","Thetford","Norfolk","IP26 4DB","Stephen Kite - Head Teacher","01842 828334","EH2017881",,,,,,,,,,95183,"School Recycling",240,4,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,"R5 WK1",,,,01/04/05,
,,,,,,,,,,,,,,,,,,,,,97729,"School Recycling",240,1,"240-10","Fortnightly emptying term time ( 20 empties p.a.)",,,,"R5 WK1",,,,23/05/05,
,,,,,,,,,,,,,,,,,,,,,97729,"School Refuse",770,1,"770-6, CWTN-3","Term time emptying (40 empties p.a.)",,,,"D8",,,,23/05/05,
2027,"Hunstanton Gifts",,3,"Le Strange Court","High Street","Hunstanton","Norfolk","PE36 5NS","Mr R W Sapwell","01485 532288","EH2017933",,,,,,,,,,150758,"Refuse",770,1,"770-3, 770-4 x 25, CWTN-1","Fortnightly emptying: 1 April - 31 May, Weekly emptying; 
1 June - 31 August,; Fortnightly emptying; 1-30 September; Monthly emptying: 1 October - 30 November; Fortnightly emptying 1-31 December; Monthly emptying 1 -31 March",,,,,"T1 ",,,01/04/09,
2028,"Willow Cottage Tearoom","Willow Cottage",,"Stocks Green","Castle Acre","King's Lynn","Norfolk","PE32 2AE","Mr F Moister","01760 755551","EH2018004",,,,,,,,,,100220,"Refuse",360,1,"360-3, 360-4 x 35, CWTN-1","Weekly emptying; 1 April - 31 October and 1 - 31 March",,,,"D3",,,,19/07/05,
2029,"Brancaster Stores Ltd",,,"Mill Road","Brancaster","King's Lynn","Norfolk","PE31 8AQ","John Moysey Director","01485 210618","EH2018025",,,,,,,,,,137779,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week","D5",,,,,,,01/04/08,
2030,"Marshland St James V C Primary School & Nursery",,,"School Road","Marshland St James","Wisbech","Cambs","PE14 8EY","Jane Thain Headteacher","01945 430378","EH2018041",,,,,,,,,,95571,"School Refuse",1100,1,"1100-6, CWTN-3","Term time emptying (40 empties p.a.)",,,,"D7",,,,01/06/05,
,,,,,,,,,,,,,,,,,,,,,95571,"School Refuse",770,1,"770-6","Term time emptying (40 empties p.a.)",,,,"D7",,,,01/06/05,
,,,,,,,,,,,,,,,,,,,,,95571,"School Recycling",240,4,"240-10, CWTN-4","Fortnightly emptying term time ( 20 empties p.a.)",,,,"R4 WK2",,,,01/06/05,
2037,"Norfolk County Council","King's Lynn Museum",,"Old Market Street",,"King's Lynn","Norfolk","PE30 1NL",,"01553 775001","EH2021964",,,,,,,,,,138880,"Refuse",240,1,"240-1, CWTN-1","One empty per week","T1",,,,,,,28/05/08,
2039,"Tower Street News",,14,"Tower Street",,"King's Lynn","Norfolk","PE30 1EJ","Mr G Bush","01553 766918","EH2018054",,,,,,,,,,97303,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week",,,,"T1",,,,10/05/05,
2041,"Wimbotsham Village Stores Ltd",,14,"Westway","Wimbotsham","King's Lynn","Norfolk","PE34 3PZ","Mr A Ali","01366 383125","EH2018074",,,,,,,,,,97523,"Refuse",770,1,"770-1, CWTN-1","One empty per week",,,"D10",,,,,17/05/05,
2043,"Jolly Farmers Public House",,60,"Feltwell Road","Southery","Downham Market","Norfolk","PE38 0NS","Mrs Linda Scott",,"EH2017454",,,,,,,,,,96871,"Refuse",360,1,"360-1, CWTN-1","One empty per week","D8",,,,,,,,
2045,"Eaglecrest Care Manangement Ltd","P.O. Box 1168",,"Wyndham House",,"King's Lynn","Norfolk","PE30 9BN","Mr E Fanibi Director","01553 631386","EH2018181","Wyndham House Residential Home",,,"Manor Road","North Wootton","King's Lynn","Norfolk","PE30 3PZ",,132347,"Refuse",1100,2,"1100-1, 1100-2, CWTN-1","Two empties per week",,"T1",,,"T1",,,26/11/07,
2051,"Borough Council of KL&WN","The Priory Centre",,"Priory Road",,"Downham Market","Norfolk","PE38 9JS",,"01366 383237","EH2028124",,,,,,,,,,132415,"Recycling",360,1,"INT-1, CWTN-2","Fortnightly: except weeks containing Xmas Day & 
New Years day",,"R4 WK1",,,,,,04/12/07,
2062,"The Wildfowler Public House",,,"Gayton Road",,"King's Lynn","Norfolk","PE30 4EL","Mrs A Evans","01553 775786","EH2018551",,,,,,,,,,132310,"Refuse",1100,1,"1100-1, CWTN-1","One empty per week","T1",,,,,,,03/12/07,
